InvoiceNo,InvoiceDate,CustomerID,TotalAmount,PaymentMode
563248,8/15/11 11:30,14702,190.15,PayPal
C563249,8/15/11 11:35,16656,-0.72,Bank Transfer
563250,8/15/11 11:38,15624,68.1,Credit Card
563251,8/15/11 11:39,12919,182.65,Bank Transfer
563252,8/15/11 11:59,17655,300.63,Debit Card
563253,8/15/11 12:04,15218,622.94,Credit Card
563254,8/15/11 12:06,15218,81.6,Debit Card
563255,8/15/11 12:07,14527,106.34,Credit Card
563256,8/15/11 12:07,18143,519.98,Credit Card
563257,8/15/11 12:07,13799,347.16,Mobile Payments
C563258,8/15/11 12:08,15311,-19.9,Mobile Payments
563259,8/15/11 12:19,17958,508.46,Bank Transfer
563260,8/15/11 12:22,16668,50.28,Credit Card
563261,8/15/11 12:38,16836,91.32,Bank Transfer
563262,8/15/11 12:44,15311,626.06,Credit Card
563264,8/15/11 12:46,13720,247.35,Debit Card
563268,8/15/11 12:47,13940,172.44,PayPal
563288,8/15/11 12:53,12656,1161.07,Debit Card
563300,8/15/11 12:57,16774,238,Credit Card
563328,8/15/11 13:07,14606,111.75,Mobile Payments
563333,8/15/11 13:09,15996,111.56,Credit Card
563345,8/15/11 13:22,12619,378.12,Credit Card
563346,8/15/11 13:37,14282,141.72,Debit Card
563347,8/15/11 13:46,16961,234.17,Mobile Payments
563348,8/15/11 13:48,13078,434.74,Debit Card
563349,8/15/11 13:51,14623,208.3,Credit Card
563350,8/15/11 14:10,14498,360.09,Bank Transfer
563351,8/15/11 14:17,16902,1679.38,PayPal
563352,8/15/11 14:32,15706,450.05,Cash
563353,8/15/11 14:32,15480,905.5,Credit Card
563354,8/15/11 14:35,15271,133.51,Debit Card
563355,8/15/11 14:39,14156,467.42,Debit Card
563356,8/15/11 14:44,16210,310.87,Debit Card
563357,8/15/11 14:50,13277,50,Credit Card
563358,8/15/11 14:51,17858,231.75,Bank Transfer
563360,8/15/11 15:06,15023,662.93,Credit Card
563361,8/15/11 15:17,15315,233.54,Bank Transfer
563362,8/15/11 16:13,15114,191.14,Debit Card
C563363,8/15/11 16:20,15342,-14.33,Mobile Payments
563364,8/16/11 8:39,14466,234.75,Debit Card
563365,8/16/11 8:50,15373,17,Credit Card
563366,8/16/11 8:52,15373,149.6,PayPal
563367,8/16/11 8:58,16133,303.83,Credit Card
563368,8/16/11 9:00,13995,153.2,Credit Card
563369,8/16/11 9:25,13394,306.86,Gift Card
563370,8/16/11 9:34,16153,323.44,PayPal
563371,8/16/11 9:39,14006,300.1,PayPal
563372,8/16/11 9:50,15653,48,Debit Card
563373,8/16/11 10:02,12569,115.3,Debit Card
563374,8/16/11 10:03,13953,354.36,Debit Card
C563375,8/16/11 10:27,14911,-63.94,Debit Card
563376,8/16/11 10:36,15752,316.02,Credit Card
563377,8/16/11 10:44,15002,476.32,Debit Card
563381,8/16/11 10:48,15768,142.68,Credit Card
563382,8/16/11 10:50,18221,169.85,Bank Transfer
563383,8/16/11 10:52,14407,15,Bank Transfer
563384,8/16/11 10:52,17315,168.15,Cash
563404,8/16/11 11:04,16303,3209.15,Credit Card
563411,8/16/11 11:10,16927,201.6,Debit Card
563425,8/16/11 11:37,15140,566.76,Credit Card
563426,8/16/11 11:38,15140,33.9,Credit Card
563427,8/16/11 11:40,16470,193.47,Credit Card
563428,8/16/11 11:44,13159,457.31,Debit Card
563429,8/16/11 11:48,13999,334.34,Debit Card
563430,8/16/11 11:50,14918,844.73,Debit Card
563431,8/16/11 12:00,16266,110.38,Credit Card
563432,8/16/11 12:12,16713,369.33,Mobile Payments
C563433,8/16/11 12:14,16033,-9.15,Debit Card
563434,8/16/11 12:21,14057,520.93,Credit Card
563435,8/16/11 12:29,16131,596.98,Check
563436,8/16/11 12:32,16131,17,Credit Card
563437,8/16/11 12:52,14232,257.6,Credit Card
563438,8/16/11 12:59,13743,166.32,Debit Card
563439,8/16/11 13:05,15769,3143.4,Credit Card
563440,8/16/11 13:12,13189,127,Cash
563441,8/16/11 13:13,13140,150.15,Credit Card
563442,8/16/11 13:25,17637,338.95,Credit Card
563443,8/16/11 13:26,12641,185.9,Debit Card
563444,8/16/11 13:50,16033,687.08,Debit Card
C563446,8/16/11 14:24,15205,-4.41,Bank Transfer
563448,8/16/11 14:28,15220,337.24,Credit Card
563450,8/16/11 14:33,16523,741.4,Mobile Payments
563451,8/16/11 14:34,18241,104.7,Credit Card
563453,8/16/11 14:34,15983,0,PayPal
563454,8/16/11 14:41,13305,194.55,Gift Card
C563459,8/16/11 14:51,17048,-39.95,Bank Transfer
563465,8/16/11 14:55,16168,134.4,Bank Transfer
563467,8/16/11 14:55,15877,10.97,Debit Card
563468,8/16/11 14:55,16168,65.2,Debit Card
563476,8/16/11 15:22,17682,429.12,Credit Card
563477,8/16/11 15:39,17097,170.39,PayPal
563480,8/16/11 15:52,16450,2.45,Debit Card
563482,8/16/11 15:54,17097,29.85,PayPal
C563483,8/16/11 15:59,14175,-18.5,Cash
563498,8/16/11 16:17,17719,310.98,Debit Card
563499,8/16/11 17:06,13470,115.5,Mobile Payments
563500,8/16/11 17:25,15856,417.59,Debit Card
563501,8/16/11 17:27,15856,20.3,Credit Card
563502,8/17/11 8:50,12722,580.08,Credit Card
563503,8/17/11 9:05,16488,135.51,Bank Transfer
563504,8/17/11 9:16,16218,454.72,Credit Card
563505,8/17/11 9:45,17865,687.16,Bank Transfer
563506,8/17/11 9:48,17398,124.93,PayPal
563507,8/17/11 10:08,14414,125.04,Debit Card
563508,8/17/11 10:27,16133,308.08,Debit Card
563509,8/17/11 10:46,16092,224.13,Credit Card
563510,8/17/11 10:50,15734,760.8,Credit Card
563518,8/17/11 10:56,12421,231.76,PayPal
563522,8/17/11 10:59,17975,544.81,Check
563532,8/17/11 11:04,17511,3256.88,Credit Card
563533,8/17/11 11:14,16241,182.97,Credit Card
563534,8/17/11 11:37,14323,305.24,Credit Card
C563535,8/17/11 11:38,13370,-612.46,Credit Card
C563536,8/17/11 11:39,13336,-413.68,Credit Card
C563537,8/17/11 11:40,17037,-793.32,Credit Card
563538,8/17/11 11:48,17841,305.28,Debit Card
563540,8/17/11 12:04,12473,514.06,PayPal
563543,8/17/11 12:06,15039,676.66,Cash
563544,8/17/11 12:10,17937,287.04,Debit Card
563545,8/17/11 12:20,15039,8.5,Debit Card
563546,8/17/11 12:24,16729,377.79,Debit Card
563547,8/17/11 12:29,17637,619.35,PayPal
563548,8/17/11 12:30,12528,234,Credit Card
563549,8/17/11 12:34,14789,4109.72,Debit Card
563550,8/17/11 12:50,14194,508.12,Debit Card
563551,8/17/11 13:04,17757,155.05,Cash
563552,8/17/11 13:06,17656,267.15,Credit Card
C563553,8/17/11 13:14,16755,-9.65,Mobile Payments
C563554,8/17/11 13:16,16755,-2.55,Credit Card
563555,8/17/11 13:21,16755,566.96,Debit Card
563556,8/17/11 13:31,17706,301.5,Credit Card
563557,8/17/11 13:33,15786,3147.64,Bank Transfer
563558,8/17/11 13:40,14156,1544.01,Bank Transfer
563559,8/17/11 13:45,14156,34.68,Mobile Payments
563560,8/17/11 14:00,12971,103.2,PayPal
563561,8/17/11 14:02,18073,623.64,Mobile Payments
563562,8/17/11 14:02,16029,697.6,Cash
563563,8/17/11 14:03,16029,6578.08,Debit Card
563564,8/17/11 14:11,16633,464.94,Mobile Payments
563565,8/17/11 14:22,17338,946.74,Credit Card
563566,8/17/11 14:25,13655,549.32,Debit Card
563567,8/17/11 14:44,13004,328.07,Cash
563569,8/17/11 14:47,18257,627.27,PayPal
C563570,8/17/11 14:51,17949,-24.38,Debit Card
563571,8/17/11 14:58,15541,85.13,Mobile Payments
563572,8/17/11 15:00,16734,268.76,Credit Card
563573,8/17/11 15:02,16734,2.95,Check
563574,8/17/11 15:05,15827,222.45,Credit Card
563575,8/17/11 15:05,17949,2209.04,Gift Card
563576,8/17/11 15:06,12748,146.19,Credit Card
C563577,8/17/11 15:06,17949,-2231.3,Credit Card
563578,8/17/11 15:11,12949,425.75,Credit Card
563579,8/17/11 15:16,12985,1.25,Credit Card
563580,8/17/11 15:53,16706,291.53,Debit Card
563584,8/17/11 16:48,15122,703.17,Debit Card
563585,8/17/11 17:01,17070,304.24,Credit Card
C563586,8/17/11 17:19,12697,-9.9,Bank Transfer
C563587,8/17/11 17:37,18248,-10.5,Debit Card
563588,8/17/11 19:15,17450,813.4,PayPal
563589,8/17/11 19:40,17450,2080,Debit Card
563590,8/17/11 20:02,17450,13031.5,Debit Card
C563591,8/18/11 6:10,16145,-5,Credit Card
C563592,8/18/11 6:12,16029,-9.6,Cash
C563593,8/18/11 6:13,14646,-206.4,Bank Transfer
C563594,8/18/11 6:14,18248,-10.5,Credit Card
C563595,8/18/11 6:15,13769,-11.75,Credit Card
C563596,8/18/11 6:19,12749,-19.9,Credit Card
563597,8/18/11 6:20,14305,4.25,Credit Card
C563598,8/18/11 6:21,14305,-6.35,Debit Card
C563599,8/18/11 6:22,15152,-12.95,Credit Card
C563600,8/18/11 6:24,14911,-81.92,Debit Card
C563601,8/18/11 6:25,13047,-3.75,Credit Card
C563602,8/18/11 6:26,14291,-9.95,Debit Card
C563603,8/18/11 6:28,17302,-15.7,Credit Card
C563604,8/18/11 6:28,15251,-14.95,Cash
C563605,8/18/11 6:29,14112,-2.95,Debit Card
C563606,8/18/11 6:30,13925,-48.85,Credit Card
C563607,8/18/11 6:31,13078,-7.5,Debit Card
C563608,8/18/11 6:33,17719,-10.08,Mobile Payments
C563609,8/18/11 6:34,18178,-9.9,Debit Card
C563610,8/18/11 6:36,14937,-4.25,PayPal
C563611,8/18/11 6:38,17340,-5.6,Bank Transfer
C563612,8/18/11 6:39,17442,-3.75,Credit Card
563613,8/18/11 8:49,12688,4873.81,Cash
563614,8/18/11 8:51,12415,21880.44,Credit Card
563615,8/18/11 9:01,16945,302.74,Credit Card
563616,8/18/11 9:39,13027,1536,Credit Card
563617,8/18/11 9:45,15301,503.44,Mobile Payments
563618,8/18/11 9:48,15400,67.2,Debit Card
563619,8/18/11 10:01,12839,330.44,Credit Card
563620,8/18/11 10:06,13014,233.7,Mobile Payments
563621,8/18/11 10:10,13113,485.64,Mobile Payments
563622,8/18/11 10:21,15189,188.1,Mobile Payments
563623,8/18/11 10:23,15189,1284.12,Debit Card
563626,8/18/11 10:31,16187,702.88,Debit Card
563638,8/18/11 10:36,15311,1964.85,PayPal
C563655,8/18/11 10:44,15311,-365.16,Debit Card
563656,8/18/11 10:48,15615,325.9,Debit Card
563657,8/18/11 10:49,15615,54.2,Credit Card
563658,8/18/11 10:57,15505,644.96,Credit Card
563659,8/18/11 11:00,13694,1459.12,Mobile Payments
563660,8/18/11 11:03,13694,237.6,Credit Card
563661,8/18/11 11:23,13048,435.13,Debit Card
563662,8/18/11 11:40,12729,453.01,Credit Card
563674,8/18/11 11:59,14132,338.12,Check
563680,8/18/11 12:06,18272,372.25,Debit Card
563684,8/18/11 12:23,17386,928.08,Mobile Payments
563685,8/18/11 12:26,14911,131.85,Debit Card
563686,8/18/11 12:30,13098,637.6,Credit Card
563687,8/18/11 12:32,16871,8.32,Credit Card
563688,8/18/11 12:41,16767,567.62,Credit Card
563689,8/18/11 12:43,15743,111.5,Debit Card
563690,8/18/11 12:53,15152,303.21,Debit Card
563691,8/18/11 12:53,13668,431.11,Credit Card
563692,8/18/11 13:01,17243,278.55,Debit Card
C563693,8/18/11 13:04,17243,-11.55,Debit Card
563694,8/18/11 13:16,14741,196.1,Debit Card
563695,8/18/11 13:17,13617,234.59,Debit Card
563696,8/18/11 13:38,12962,170.54,Debit Card
563697,8/18/11 13:44,16813,162.79,Debit Card
563698,8/18/11 13:46,14667,248.85,Credit Card
563699,8/18/11 13:47,13381,680.24,Cash
563703,8/18/11 14:02,13273,138.98,Mobile Payments
563705,8/18/11 14:33,17736,307.49,Bank Transfer
563706,8/18/11 14:48,14189,429.43,Credit Card
563707,8/18/11 14:53,16626,137.3,Mobile Payments
563708,8/18/11 15:09,17001,260.7,PayPal
563709,8/18/11 15:17,15472,371.56,Credit Card
563710,8/18/11 15:28,17742,52.54,Mobile Payments
563711,8/18/11 15:41,16928,109.9,PayPal
563712,8/18/11 15:44,12680,311.78,Credit Card
563714,8/18/11 15:51,14565,682.77,Credit Card
C563716,8/18/11 16:14,15706,-2.95,Debit Card
563717,8/18/11 16:16,14837,15.8,Mobile Payments
563718,8/18/11 16:18,15144,506.9,Credit Card
563719,8/18/11 16:19,13576,332.04,Debit Card
563720,8/18/11 16:24,15867,326.01,Credit Card
563721,8/18/11 16:27,15232,301.7,Debit Card
563722,8/18/11 16:32,17720,355.22,Credit Card
563723,8/18/11 16:43,13319,346.2,Cash
563726,8/18/11 17:02,16582,313.62,Debit Card
563727,8/18/11 17:04,15797,367.2,Bank Transfer
563728,8/18/11 17:09,17045,191.09,Credit Card
563729,8/18/11 17:39,14051,742.8,Mobile Payments
563730,8/18/11 17:43,14221,588,Debit Card
563731,8/18/11 17:44,17576,99.7,Credit Card
563732,8/18/11 17:50,15125,1000.88,Cash
563733,8/18/11 17:57,18225,574.31,Debit Card
563734,8/18/11 18:11,14064,254.87,Credit Card
563735,8/18/11 18:15,16743,366.74,PayPal
563736,8/18/11 18:21,13784,336.24,PayPal
563737,8/18/11 18:51,16261,157.47,Mobile Payments
563738,8/18/11 19:13,15024,80.43,Bank Transfer
563739,8/18/11 20:05,17750,213.27,PayPal
563740,8/19/11 8:13,17747,71.4,Debit Card
563741,8/19/11 8:57,14759,298.6,Bank Transfer
563742,8/19/11 8:57,17929,272,Credit Card
563743,8/19/11 9:23,12828,111.2,Credit Card
563744,8/19/11 9:35,13266,333.93,Credit Card
563745,8/19/11 9:38,15159,1394.58,PayPal
563746,8/19/11 10:05,14745,279.76,Credit Card
563747,8/19/11 10:05,13089,481.6,Credit Card
563748,8/19/11 10:06,16170,310.79,Debit Card
563749,8/19/11 10:10,12360,534.7,Credit Card
563750,8/19/11 10:18,16122,300.42,PayPal
C563751,8/19/11 10:37,12528,-5,Debit Card
C563752,8/19/11 10:38,12362,-17.9,Check
563753,8/19/11 10:51,12513,612.29,Credit Card
563754,8/19/11 10:56,15396,288.18,Debit Card
563755,8/19/11 10:58,17612,306.81,Debit Card
563756,8/19/11 11:08,12418,668.58,PayPal
563764,8/19/11 11:15,14606,103.15,Debit Card
563771,8/19/11 11:17,17841,149.06,Mobile Payments
C563773,8/19/11 11:18,13048,-30,Credit Card
563776,8/19/11 11:23,12600,275.37,PayPal
563808,8/19/11 11:46,12626,463.26,Bank Transfer
563812,8/19/11 11:47,16249,88.5,Debit Card
563818,8/19/11 11:55,13327,382.3,Credit Card
563819,8/19/11 11:56,14062,1708.68,Debit Card
563820,8/19/11 11:57,18080,10,Debit Card
563821,8/19/11 12:06,14533,301.48,Credit Card
563822,8/19/11 12:13,16184,315.98,Debit Card
563830,8/19/11 12:20,16638,142.91,Credit Card
563831,8/19/11 12:23,18081,94.8,Debit Card
563832,8/19/11 12:33,16419,95.93,Credit Card
563833,8/19/11 12:49,14755,315.5,Debit Card
563834,8/19/11 12:50,14401,326.44,Check
563835,8/19/11 12:53,13242,166.4,Credit Card
563836,8/19/11 12:56,15938,69.28,Debit Card
563837,8/19/11 13:03,15078,306.1,Credit Card
C563838,8/19/11 13:13,18241,-15,Debit Card
563839,8/19/11 13:24,16828,113.5,Debit Card
563840,8/19/11 13:33,14712,115.72,Debit Card
563841,8/19/11 13:35,17402,278.9,Gift Card
563842,8/19/11 13:54,13871,430.35,Credit Card
563843,8/19/11 14:02,17811,108.94,Debit Card
563844,8/19/11 14:04,17725,310.82,PayPal
563845,8/19/11 14:39,12991,303.56,Credit Card
563846,8/19/11 14:43,16672,398.7,Bank Transfer
563847,8/19/11 14:49,16139,166.57,Credit Card
563848,8/19/11 14:57,14911,989.49,Debit Card
563849,8/19/11 15:04,14772,139.26,PayPal
563850,8/19/11 15:06,15311,138.68,Credit Card
563851,8/19/11 15:06,14765,15,Mobile Payments
563852,8/19/11 15:18,12395,165.95,Debit Card
563853,8/19/11 15:22,12560,144,Check
563854,8/19/11 15:24,12364,623.92,Bank Transfer
563855,8/19/11 15:29,14709,546.9,Credit Card
C563856,8/19/11 15:39,13090,-33.15,Mobile Payments
563857,8/19/11 15:44,12968,135.95,Debit Card
563858,8/19/11 16:04,18170,351.3,Debit Card
563890,8/19/11 16:34,15862,168.72,Bank Transfer
563891,8/19/11 17:02,14500,51,Mobile Payments
563892,8/19/11 17:08,16330,21.6,Debit Card
563893,8/19/11 17:10,16330,27.36,Check
C563894,8/21/11 9:18,16330,-9.7,Credit Card
563895,8/21/11 10:35,18229,495.4,Mobile Payments
563896,8/21/11 10:44,17061,407.4,Cash
563897,8/21/11 10:44,12523,128.55,Debit Card
563898,8/21/11 10:48,12971,151.2,Credit Card
C563899,8/21/11 10:55,17097,-16.5,Bank Transfer
563900,8/21/11 11:05,14566,1432,Debit Card
563901,8/21/11 11:05,17097,13.25,Bank Transfer
563902,8/21/11 11:06,17029,358,PayPal
563903,8/21/11 11:15,17068,206.69,Debit Card
563904,8/21/11 11:29,13397,247.72,Credit Card
563905,8/21/11 11:43,13267,313.35,PayPal
563906,8/21/11 11:50,14246,504.19,Debit Card
563907,8/21/11 11:57,14733,316.98,Credit Card
563908,8/21/11 12:21,18109,388.09,Mobile Payments
563909,8/21/11 12:36,15701,828.32,Debit Card
563910,8/21/11 12:37,17428,377.25,Check
563911,8/21/11 12:39,16265,435.98,Credit Card
563912,8/21/11 12:58,17675,962.09,Bank Transfer
563913,8/21/11 13:11,14911,458.9,Mobile Payments
563914,8/21/11 13:18,12518,324.83,Debit Card
563915,8/21/11 13:24,14224,149.48,PayPal
563916,8/21/11 13:43,13435,393.14,Credit Card
563917,8/21/11 13:46,14572,519.8,Debit Card
C563918,8/21/11 13:47,14572,-1.45,Debit Card
563919,8/21/11 13:48,14735,122.28,Mobile Payments
563920,8/21/11 14:00,16407,387.71,Debit Card
563921,8/21/11 14:00,16407,15.9,Bank Transfer
563922,8/21/11 14:10,14529,132.69,Mobile Payments
563923,8/21/11 14:19,14460,157.8,Mobile Payments
563924,8/21/11 14:32,15984,599.36,Debit Card
563925,8/21/11 14:42,13610,127,Mobile Payments
563926,8/21/11 14:42,12553,400.22,Mobile Payments
563927,8/21/11 15:01,14013,199.22,Cash
563928,8/21/11 15:17,17059,724.58,Mobile Payments
563929,8/21/11 15:35,15031,110.96,Credit Card
563930,8/21/11 15:43,16131,10.02,Debit Card
563931,8/21/11 15:49,14895,833.32,Debit Card
563932,8/21/11 15:50,14895,39.6,Credit Card
563933,8/21/11 15:54,16536,490.37,Debit Card
563934,8/21/11 16:02,15313,52,Credit Card
563935,8/21/11 16:24,15547,358.87,PayPal
563936,8/22/11 9:03,17828,213.5,Debit Card
563937,8/22/11 9:10,18204,817.89,Credit Card
563938,8/22/11 9:21,18144,357.8,Credit Card
563939,8/22/11 9:28,14959,114.94,Credit Card
563940,8/22/11 9:30,17416,908.74,Debit Card
563941,8/22/11 9:51,15738,327.15,PayPal
563942,8/22/11 9:53,15801,137.22,Debit Card
563943,8/22/11 10:04,13139,540.92,PayPal
563944,8/22/11 10:08,17581,1351.22,Credit Card
563945,8/22/11 10:09,17581,66.24,Debit Card
563946,8/22/11 10:15,17527,314.51,PayPal
563947,8/22/11 10:18,12363,252.9,PayPal
C563948,8/22/11 10:30,13089,-27.3,Debit Card
563949,8/22/11 10:38,12747,301.7,Credit Card
563950,8/22/11 10:39,12471,1127.02,Credit Card
563951,8/22/11 10:42,16839,531.8,Debit Card
563952,8/22/11 10:44,15572,671,Debit Card
563953,8/22/11 10:47,16201,303.8,Credit Card
563954,8/22/11 10:59,16652,1388.27,Credit Card
563955,8/22/11 11:00,16652,82.98,Credit Card
563956,8/22/11 11:03,14282,102.24,Credit Card
563981,8/22/11 11:13,14948,13.2,Credit Card
563982,8/22/11 11:17,14397,174.96,Debit Card
564016,8/22/11 11:44,15712,307.66,Bank Transfer
564017,8/22/11 11:44,14057,305.02,Cash
564018,8/22/11 11:51,16891,4.25,PayPal
564019,8/22/11 11:54,13408,463.82,Credit Card
564020,8/22/11 11:57,13971,373.66,Debit Card
564021,8/22/11 11:58,14920,24.03,Debit Card
564022,8/22/11 12:10,13269,315.68,Credit Card
564023,8/22/11 12:16,17562,125.7,Debit Card
564034,8/22/11 12:22,12935,316.02,Debit Card
564037,8/22/11 12:26,14800,163.72,Bank Transfer
564038,8/22/11 12:32,16555,151.98,Mobile Payments
564039,8/22/11 12:40,12645,511.96,Debit Card
564040,8/22/11 12:45,14560,57.2,Check
564041,8/22/11 12:46,14560,34,Debit Card
564042,8/22/11 12:52,15443,245.64,Credit Card
564043,8/22/11 12:55,14414,190.06,Check
564044,8/22/11 12:58,16952,157.11,Mobile Payments
564045,8/22/11 12:59,16013,1047.12,Mobile Payments
564046,8/22/11 12:59,16013,1020,Debit Card
564047,8/22/11 13:03,16952,10.5,Debit Card
564048,8/22/11 13:20,16013,40.8,Credit Card
564049,8/22/11 13:30,17585,313.44,Mobile Payments
564050,8/22/11 13:32,17160,758.05,Credit Card
564051,8/22/11 13:32,14265,278.13,Cash
564052,8/22/11 13:40,15033,239.14,Credit Card
564053,8/22/11 13:42,14188,293.1,Debit Card
564054,8/22/11 13:55,17857,3875.88,Bank Transfer
564055,8/22/11 14:03,13933,307.8,Credit Card
564056,8/22/11 14:13,14387,440.76,Bank Transfer
564057,8/22/11 14:20,15296,508,Credit Card
564058,8/22/11 14:23,17676,230.98,Cash
564059,8/22/11 14:35,15796,325.8,Debit Card
564060,8/22/11 14:37,17073,453.79,Mobile Payments
564061,8/22/11 14:38,14505,1054.58,Debit Card
564062,8/22/11 14:41,17706,931.5,Credit Card
C564063,8/22/11 15:00,16184,-3.25,Credit Card
564065,8/22/11 15:05,15150,1654.31,Debit Card
564066,8/22/11 15:05,17703,261.82,Gift Card
564067,8/22/11 15:07,18241,39.9,Debit Card
564075,8/22/11 15:22,17659,89.44,Cash
564076,8/22/11 15:27,14045,408,Debit Card
564077,8/22/11 15:42,14711,148.57,Mobile Payments
564078,8/22/11 15:43,17083,409.76,Bank Transfer
564079,8/22/11 15:55,12627,630.39,Credit Card
C564081,8/22/11 17:10,17949,-1642.5,Credit Card
564082,8/23/11 8:51,12627,72,Credit Card
564083,8/23/11 8:54,17469,304.2,Debit Card
C564084,8/23/11 9:16,14911,-7.5,Cash
564085,8/23/11 9:17,14911,50,Check
564086,8/23/11 9:36,14608,160,Debit Card
564087,8/23/11 9:38,14494,2653.95,PayPal
564088,8/23/11 9:38,17702,563.64,Credit Card
564089,8/23/11 9:53,15971,291.4,Credit Card
564090,8/23/11 9:53,17041,446.39,Credit Card
564091,8/23/11 9:57,15804,432.48,Credit Card
564092,8/23/11 10:24,13767,385.88,Debit Card
564093,8/23/11 10:29,14930,1103.15,Debit Card
C564094,8/23/11 10:30,16550,-13.8,Check
564095,8/23/11 10:31,14930,155.68,Mobile Payments
564096,8/23/11 10:36,16133,309.5,Credit Card
C564104,8/23/11 10:38,12530,-38.65,Bank Transfer
C564108,8/23/11 10:42,12428,-4.95,Debit Card
564109,8/23/11 10:48,17450,34.56,Debit Card
C564131,8/23/11 10:55,14407,-16.95,Debit Card
564132,8/23/11 10:56,12901,780,Credit Card
564133,8/23/11 11:01,14364,351.1,Credit Card
C564134,8/23/11 11:02,12456,-27.15,Debit Card
564135,8/23/11 11:12,16550,526.72,Debit Card
564136,8/23/11 11:16,14404,309.24,Credit Card
564137,8/23/11 11:30,15722,654.15,Credit Card
C564138,8/23/11 11:36,12753,-49.79,Credit Card
564139,8/23/11 11:41,16904,260.58,Credit Card
564140,8/23/11 11:47,12621,415.17,Mobile Payments
564141,8/23/11 11:47,17841,552.6,Credit Card
C564142,8/23/11 11:49,12477,-5.35,Mobile Payments
564143,8/23/11 11:51,16814,177.9,Credit Card
564144,8/23/11 11:53,13939,205.71,Cash
564145,8/23/11 12:18,14329,399.35,Debit Card
564146,8/23/11 12:18,15838,480,Debit Card
564147,8/23/11 12:21,14004,765.9,Debit Card
564148,8/23/11 12:22,18147,98.88,Gift Card
564149,8/23/11 12:26,14543,300.9,Credit Card
564150,8/23/11 12:30,14936,1436.49,Debit Card
564158,8/23/11 12:37,16712,250.86,Gift Card
564159,8/23/11 12:43,12593,96.3,PayPal
564160,8/23/11 12:47,15569,244.8,Gift Card
564161,8/23/11 13:13,14523,241.09,Credit Card
564162,8/23/11 13:27,13481,367.34,Credit Card
564163,8/23/11 13:28,13481,15,Credit Card
564164,8/23/11 13:30,17940,75,PayPal
564165,8/23/11 13:35,13593,645.83,Debit Card
564166,8/23/11 13:40,15089,455.67,PayPal
564167,8/23/11 13:50,17735,951.96,Credit Card
564168,8/23/11 13:51,16794,128.31,Credit Card
564169,8/23/11 13:55,14646,424.8,Debit Card
564170,8/23/11 13:59,17696,275.82,Debit Card
564171,8/23/11 14:00,16133,308.66,Debit Card
564172,8/23/11 14:19,16033,630.3,Debit Card
564173,8/23/11 14:23,12567,851.06,Debit Card
564174,8/23/11 14:25,14191,379.27,Mobile Payments
564181,8/23/11 14:53,13862,327.93,Cash
564182,8/23/11 14:55,17242,425.6,Debit Card
C564183,8/23/11 15:04,12974,-73.24,Cash
564184,8/23/11 15:11,17286,767.02,Bank Transfer
564185,8/23/11 15:14,16059,13.6,Debit Card
564186,8/23/11 15:20,15755,524.1,Debit Card
564187,8/23/11 15:24,15005,237.21,Debit Card
564188,8/23/11 15:33,13140,114.06,Debit Card
564189,8/23/11 15:34,14769,312.66,Debit Card
564190,8/23/11 16:01,16143,375.19,Credit Card
564191,8/23/11 16:16,17315,268.45,Debit Card
564192,8/23/11 16:36,17719,306.72,Mobile Payments
564195,8/23/11 16:49,14060,306.96,Mobile Payments
564196,8/23/11 16:56,17315,15,Credit Card
564197,8/23/11 17:13,13425,449.56,Cash
564198,8/23/11 17:18,14418,146.63,Cash
564199,8/23/11 17:31,13263,268.98,PayPal
564200,8/23/11 17:37,18018,84.69,Mobile Payments
564201,8/24/11 8:09,12540,509.34,Mobile Payments
564202,8/24/11 8:27,16342,57.5,Debit Card
564203,8/24/11 8:49,18061,241.44,Mobile Payments
C564204,8/24/11 8:55,13576,-3.39,Debit Card
564205,8/24/11 9:00,15910,6.95,Debit Card
C564206,8/24/11 9:04,14301,-8.1,Debit Card
C564207,8/24/11 9:06,15270,-39.89,Mobile Payments
C564208,8/24/11 9:07,15469,-14.1,Debit Card
C564209,8/24/11 9:07,14189,-6.37,PayPal
C564210,8/24/11 9:10,14194,-2.08,Debit Card
C564211,8/24/11 9:11,17652,-13.25,PayPal
C564212,8/24/11 9:13,13209,-16.15,Cash
C564213,8/24/11 9:15,15301,-7.33,Debit Card
C564214,8/24/11 9:20,16996,-20.65,Credit Card
C564215,8/24/11 9:22,16133,-4.25,Check
564216,8/24/11 9:23,12642,366.45,Debit Card
C564217,8/24/11 9:24,12994,-36,PayPal
C564218,8/24/11 9:25,16302,-20.4,Debit Card
564219,8/24/11 9:30,16422,786.84,Cash
564221,8/24/11 9:36,17817,5064.8,Credit Card
564222,8/24/11 9:41,12971,239.9,Credit Card
564223,8/24/11 9:46,13013,255.15,Debit Card
564224,8/24/11 9:56,15249,330.74,Credit Card
564225,8/24/11 10:06,17268,452.16,Debit Card
564226,8/24/11 10:13,12523,184.26,Debit Card
564227,8/24/11 10:19,15249,365.82,Bank Transfer
564228,8/24/11 10:20,13743,116.88,Bank Transfer
564229,8/24/11 10:20,16045,0,PayPal
564230,8/24/11 10:22,16270,5175.55,Credit Card
564231,8/24/11 10:22,13468,121.37,Debit Card
C564232,8/24/11 10:25,13517,-15.6,Credit Card
564246,8/24/11 10:36,13534,338.2,Cash
564248,8/24/11 10:37,13798,457.92,Debit Card
